sid,id,position,created_at,created_meta,updated_at,updated_meta,meta,Borough Location,Park Location,Sports Played,Week Start Date,Week End Date,Sunday's Attendance,Monday's Attendance,Tuesday's Attendance,Wednesday's Attendance,Thursday's Attendance,Friday's Attendance,Saturday's Attendance,Attendance Sum
row-2m88_s3pb-mh4t,00000000-0000-0000-120F-AA27613B6A66,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"Tennis, Football, Hockey, Track & Field, Dodgeball",2021-07-19T00:00:00,2021-07-23T00:00:00,0,36,34,29,31,23,0,153
row-73dc~xtmt-p4rq,00000000-0000-0000-AE80-8D8467B4526E,0,1723216080,,1723216080,,{ },Staten Island,CPL. Thompson Park,"Basketball, Soccer, Dodgeball",2021-07-13T00:00:00,2021-07-15T00:00:00,0,0,35,0,40,0,0,75
row-ix4a~p7ua.rpgm,00000000-0000-0000-D6AB-6DA491CE8EE7,0,1723216080,,1723216080,,{ },Brooklyn,John J Carty Playground,"Street hockey, basketball, team handball, youth strength, kickball, volleyball, pickleball, soccer, frisbee, football, biking, carnival games, football, senior strength",2021-07-12T00:00:00,2021-07-16T00:00:00,0,47,71,73,34,51,0,276
row-j9c7_v5jp-4bin,00000000-0000-0000-F2C7-E8696EC5C359,0,1723216080,,1723216080,,{ },Brooklyn,John J Carty Playground,"Street hockey, basketball, team handball, youth strength, kickball, volleyball, pickleball, soccer, frisbee, football, biking, carnival games, football, senior strength",2021-07-05T00:00:00,2021-07-09T00:00:00,0,0,20,39,34,31,0,124
row-w6ut_3mv8-xsmf,00000000-0000-0000-4CB4-6C06B4267721,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"Street Hockey, Baseball, Fitness, Soccer, Track & Field",2021-07-05T00:00:00,2021-07-09T00:00:00,0,35,22,0,50,25,0,132
row-nfvr~a6qn_i3pd,00000000-0000-0000-1D91-C14F0CE9ED44,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"Football, Baseball, Soccer, Hockey",2021-06-28T00:00:00,2021-07-02T00:00:00,0,23,25,10,22,19,0,99
row-hhiw_9i2j-93nu,00000000-0000-0000-12DF-A0C2A3C201A0,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"Football, Fitness, Hockey, Baseball, Soccer",2021-06-21T00:00:00,2021-06-25T00:00:00,0,27,22,19,28,24,0,120
row-sydu_8g9n-du96,00000000-0000-0000-D6C0-539013DA3142,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"Football, baseball, fitness, hockey, soccer",2021-05-17T00:00:00,2021-05-21T00:00:00,0,10,15,11,8,6,0,50
row-3jk6.fiem.e7af,00000000-0000-0000-0666-B04840B89A40,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"football, baseball, hockey, soccer fitness",2021-05-24T00:00:00,2021-05-28T00:00:00,0,21,21,27,20,16,0,105
row-irra.casg.vvir,00000000-0000-0000-F55A-A20E261D7438,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"Football, baseball, hockey, fitness, track & field",2021-05-31T00:00:00,2021-06-04T00:00:00,0,25,27,30,22,24,0,128
row-iewt_wswt_ttxn,00000000-0000-0000-7609-2180730C1E0D,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"Hockey, Football, Baseball, Fitness, soccer",2021-06-07T00:00:00,2021-06-11T00:00:00,0,20,23,25,23,22,0,113
row-ju6x_frq3.cqb8,00000000-0000-0000-9972-97B3732895CD,0,1723216080,,1723216080,,{ },Bronx,Williamsbridge Oval,"football, soccer, hockey, baseball, track",2021-06-14T00:00:00,2021-06-18T00:00:00,0,26,29,30,28,29,0,142
